Spot index;Coefficient 1;Coefficient 2;Coefficient 3
11981;0.79425791458034;0.37624833968971;-0.13676485236706
11982;1.2319750076662;-0.043858462384054;-0.23988356233559
12083;1.2339219417761;0.16504584545009;-0.60380212168927
12084;1.2522879259341;0.086815790265481;-0.61076405169697
12085;1.0511717953142;-0.20466144520081;-0.69929428097579
12185;1.2437485520036;0.14608446279199;-0.67758354347682
12186;1.0673548931003;-0.054333660288322;-0.59350089897652
12187;0.7632413129186;-0.26957271020389;-0.63177971117883
12286;1.2076789191534;0.085143723589822;-0.68462583910183
12287;0.9578984504223;-0.074108548003162;-0.68635692478877
12288;0.36810914102841;-0.40146663474107;-0.77050522725731
12387;1.4685441298187;0.13304063932533;-0.77654730205452
12388;0.54300927158834;-0.4851722294263;-0.64249939226514
12389;0.08989787011317;-0.48027897589757;-0.96279672055902
12487;1.5093370079593;-0.062042829143748;-0.52039268570997
12488;0.61870647371755;-0.61322530254625;-0.3678350455121
12489;-0.0010806068351967;-0.57106847858591;-0.94391505502425
12586;1.7502127075546;-0.1283789726136;-0.29841498113148
12587;1.0324802698151;-0.27678608884105;-0.4448398693078
12588;0.35307131764669;-0.49158729103107;-0.66443409446161
12685;1.0318019600878;-0.13147382388778;-0.38757715668184
12686;0.84292602599762;-0.073807700685296;-0.39510902489605
12687;0.7730111393218;-0.25710482481422;-0.46357764644007
12783;1.0142734941161;-0.2170675121177;-0.51353449499498
12784;0.93925149996691;-0.20782984630159;-0.56118645201779
12785;0.86406161292185;-0.2394590929713;-0.54337318131071
12876;-2.4034857689932;0.24555451849791;-0.78463945582613
12877;-2.5048853218392;0.10885681246403;-0.71763963396951
12882;0.19542591495876;-0.32276038086808;-0.27351031718262
12883;0.21384183127895;-0.23173753344246;-0.16784966779474
12884;0.14752530171211;-0.22467222420437;-0.049272667582301
12973;-2.5294039615539;0.076778693747367;-0.70278984886633
12974;-2.5059926302169;0.08781668814889;-0.69097619333195
12975;-2.3793496962251;0.055782142767023;-0.66281119088685
12979;-0.19907625241736;-0.079771629770233;-0.62271840520567
12980;-0.08000148221163;-0.15423147587037;-0.34540872624185
12981;0.085055044714535;-0.21786109594632;-0.14118548105522
13071;-2.5176239505285;0.11262146160206;-0.57915927758666
13072;-2.039082204445;-0.16366285959513;-0.58882721302051
13073;-1.6134782485009;-0.33915720946402;-0.64449796414479
13076;-0.0026946012653862;0.34099285736343;-0.92254792965258
13077;-0.41045055748259;0.078002103004978;-0.90036466608492
13078;0.16644139409735;-0.20671350382793;-0.22725925414727
13167;-1.9866094374087;-0.36764795242438;-0.68417665016718
13168;-1.7225633495599;-0.34533734717545;-0.63162712136961
13169;-1.2852822474196;-0.29429203355937;-0.56958545934544
13170;-0.72167815468632;-0.29658792173424;-0.84553498272388
13172;0.55560305539249;0.84902439970905;-1.1865325766788
13173;0.58050311437489;0.56049755765306;-0.75668545146557
13174;0.51853553021542;-0.27070415462265;-0.28454369274051
13262;-1.9125003314898;-0.39554527070156;-0.60868753587949
13263;-1.7310020580886;-0.25890744899677;-0.50273462016553
13264;-1.2057309543825;-0.33351735865433;-0.57478077524614
13265;-0.90588048588218;-0.45063381422792;-0.69973100713686
13266;-0.12303351564471;0.28071247581846;-1.043219811247
13267;0.90536488290456;1.023276612942;-1.1958823340502
13268;1.1336076962376;0.82877730332269;-0.98017295675144
13269;0.96525492435697;0.2980188597929;-0.53934771555958
13359;-1.1030607076031;-0.32900491548434;-0.54121911743687
13360;-0.95263970855769;-0.44991105299186;-0.62139987209826
13361;-0.75257848540819;-0.48540936397181;-0.67770024117532
13362;-0.21638656501824;-0.14154382531396;-0.81798348491263
13363;1.1772811449153;1.0051526609012;-1.1938907210537
13364;1.1935807466684;0.88689879797755;-1.0675708780645
13455;-1.0426133305868;-0.69731982487482;-0.52425049432529
13456;-0.58557145695467;-0.62582969359509;-0.65987734240872
13457;0.80795400433233;0.6339875267648;-1.1068284663207
13458;1.2155726404299;1.0612261918334;-1.2553250084592
13551;0.058653793341675;-0.25703605240837;-0.76192566131274
13552;1.7732562604112;1.8493986793264;-1.6530486602577
13646;2.7034143265139;2.6429799454649;-1.7644474841587
27672;2.7490315385519;-0.048618276944953;0.22383127712591
27759;2.2884380867109;-0.39748568468085;0.50277947569529
27760;1.8884883717858;-0.33893797771059;0.32367170348667
27846;1.6632264484869;-0.41354862421402;0.031740536592307
27847;1.2130085650422;-0.25042517107608;-0.30481243437687
27848;0.30591395910979;-0.10834517318708;-1.3466014605619
27932;1.7969547575956;-0.58643727458721;-0.019461922932804
27933;1.5878474729639;-0.47425846196694;-0.10813901513475
27934;0.75089907730593;-0.11095124014526;-0.65988182846538
27935;-0.36012567863739;0.39546676115863;-0.84929813427734
28019;1.9845902581878;-0.6979945090742;0.045226433150772
28020;1.7062615449632;-0.56901237625938;-0.093913174269025
28021;1.3420515988476;-0.35193888337923;-0.045837454692893
28098;-2.0871131531634;-0.48104016144979;-0.9744170135331
28105;2.1325650009304;-0.69664932592177;0.23898459359759
28106;1.8547434604353;-0.57227685419753;0.085794652139986
28107;1.4268338065525;-0.27547720322021;0.16046491959116
28183;-2.2801892310969;-0.59071883398711;-0.16285925734929
28184;-1.7758738415805;-0.87497673596846;-0.60104878370102
28185;-1.7544525115318;-0.90406662937172;-0.67594254632477
28190;2.8216589934857;-0.99161520751004;0.64973173019753
28191;2.3157135686809;-0.77088301314505;0.32341707306509
28192;1.8964853307483;-0.48611280010327;0.28052667206655
28193;1.5609607679105;-0.2344161572641;0.32468876722382
28269;-2.1115416044937;-0.73541747117277;-0.25224163076048
28270;-1.6852197549332;-0.90152082940415;-0.47408052198138
28271;-1.4061609965034;-0.77998002002416;-0.45673385404933
28276;2.8249717825499;-1.007300790667;0.58571431381343
28277;2.5354673720205;-0.94519484260116;0.23456114594358
28278;2.2503845318486;-0.79887445618871;0.167463041624
28279;1.7368018924323;-0.29618630652338;0.4501498575587
28355;-2.3084023668664;-0.59973479620719;-0.15767765114844
28356;-1.7967990633002;-0.86426790470772;-0.30884657191121
28357;-1.1695373974884;-0.65126683116541;-0.37212272669884
28358;-0.89030120228574;-0.31651788060792;-0.44995895427834
28362;2.8855815031733;-1.0021287971269;0.63950154994847
28363;2.5167063234964;-0.94433218160584;0.16848302003173
28364;2.4081493709466;-0.97246282700379;0.044225872861163
28365;2.3035673989388;-0.93634929479003;0.014568152409065
28439;-3.4793174295175;-0.51283415859975;-1.1176592997859
28440;-2.67947773103;-0.49447518374944;-0.31221918393268
28441;-1.9607286265916;-0.80697968797316;-0.23160506586526
28442;-1.2490011461428;-0.71023674973968;-0.28802632450529
28443;-1.1148112943298;-0.38677230281149;-0.28086492348454
28444;-1.7888831628815;0.50160129738484;-0.20560765841167
28447;0.95782167335822;-0.047255014903389;-0.51061294552927
28448;1.8650745619457;-1.1631295676207;-0.20211630809886
28449;2.1374413009319;-1.0833968064013;-0.069586393478299
28525;-2.4838512709042;-0.48792770547681;-0.018523865932162
28526;-1.9044383895037;-0.74961147349009;-0.23390809804908
28527;-1.241892685315;-0.72060656467612;-0.26888444120149
28528;-1.2550008870895;-0.3310186111094;-0.0070549153452004
28529;-2.0402212678972;0.61867042483755;-0.012282933668734
28530;-2.0296005981503;1.4673674053603;-0.51267458938662
28531;-1.232305934958;0.75526204856113;-0.78445711235198
28532;-0.038745173064263;-0.13742797248196;-0.73834983045861
28533;-0.027810688012758;-0.64390973641024;-0.58193303422896
28534;-0.11688879103186;-0.49700522415664;-0.30606807204596
28610;-2.1631115173518;-0.73115243344766;-0.10312283284725
28611;-1.6333193438458;-0.64665146897512;-0.31499901656038
28612;-1.4074278604839;-0.57295642756937;-0.24177731463345
28613;-1.1887519709624;-0.56532365828505;-0.017762186526394
28614;-1.5419150520392;0.01949223963404;0.16738392261168
28615;-1.489554253094;1.0437039174351;-0.48253277449611
28616;-0.85656450109844;0.90076919374076;-0.29934901679084
28617;0.053838423869049;0.68322626610287;-0.76965064215778
28618;-0.3510787235929;-0.39652923853298;-0.50769360620364
28619;-0.60751378045972;-0.29658821736897;-0.38034507209878
28696;-1.522941239062;-0.54868244478877;-0.3422175594099
28697;-1.4699925329605;-0.53405777975948;-0.3158414243448
28698;-1.1381509626124;-0.52292838225142;0.014579721293811
28699;-0.69362969366428;0.025320380026535;0.42933636466898
28700;-0.38692410593137;0.68034007619536;0.50874532992588
28701;0.31002275585267;0.63307633388505;0.10265839696209
28702;0.65357826174428;0.93536318733649;-0.40558253353986
28703;0.17436194002651;0.36601972490356;-0.70719036153708
28704;-0.26925971550696;0.22086206323857;-0.64429636216394
28781;-1.4997799539604;-0.52928885215061;-0.33567701907807
28782;-1.4308958664364;-0.52662976186232;-0.26201238934392
28783;-1.1400457197621;-0.50519753031613;0.02052421190269
28784;-0.94152287457596;-0.47344815935984;0.12594967094725
28785;0.028076777589813;0.035623620012754;0.29895714163843
28786;0.93499161893836;0.68353916308169;0.14208196168907
28787;1.3332206287252;0.74847038086094;0.067244274353539
28788;1.0062180381834;0.45273499586638;-0.58964517078713
28789;0.41509260733952;0.80239529926479;-1.0597278515521
28867;-1.1345817821138;-0.48917850489377;0.025119522565547
28868;-1.065152212941;-0.49795242234748;0.06790671255918
28869;-0.88022983855757;-0.60821902707184;0.015059512026853
28870;-0.23983013274751;-0.35048253057806;0.26956898560978
28871;1.1949110239591;0.61382522094114;0.26035135266812
28872;2.1701137371137;0.17272253099556;0.096196928226878
28873;2.2863582979347;-0.060989066167793;0.1499032809715
28952;-0.48340383880569;-0.6575432517524;-0.36071413509667
28953;-0.56834973636289;-0.64424502322472;-0.23955611985522
28954;-0.46623000117767;-0.49056165743357;-0.20900268351209
28955;0.14619501773232;-0.03428645270939;0.040192509465272
28956;1.1495401306115;0.59476122228709;0.17258578452534
28957;2.3642086176227;0.24493538570374;0.17186320727586
28958;2.6685004342457;-0.064822733093917;0.088660686975679
29037;-0.30964855533764;-0.66116948671938;-0.32592437428777
29038;0.08048545213848;-0.66874211656341;0.20556082693806
29039;0.19101622607103;-0.19258195243802;0.14622490636282
29040;0.83695045419482;0.22558460960818;0.25406881574534
29041;2.7166482014462;1.6571373069582;0.083897156141122
29042;3.3888291595307;1.1343424980008;-0.29209027343567
29121;0.13705218417233;-0.77457364144011;0.076629350689314
29122;0.28402442810301;-0.78429873537931;0.15572824947536
29123;0.30946396388364;-0.66088853326665;0.18318679771938
29124;0.44546113540813;-0.11564704088341;0.26477056977681
29125;2.7050953616032;1.7321953389875;0.048681923958655
29126;3.361063710535;1.5065332492869;-0.22314022453551
29206;0.30725307854146;-0.80554440088705;0.16762295182094
29207;0.27846358556585;-0.76256959993816;0.17603304460701
29208;0.07114929980767;-0.43657958405381;0.27247621817919
29209;2.1335320881158;2.0059857466343;-0.8079351170495
29210;2.6282551065322;2.2649527899914;-0.89105891673772
29289;0.45083024479845;-0.95711113585703;0.063793712125959
29290;0.45080120803944;-0.9400623808789;0.070012137429777
29291;0.44211890554134;-0.79853071835106;0.12834429974164
29292;2.4635239533135;1.8718447570854;-0.93044831689711
29373;0.64763612156554;-1.1815273356582;-0.18452234981341
29374;0.52495105268534;-1.0437667967212;-0.21145735225585
29375;1.063815608045;0.571498515277;-0.5082939245927
29456;0.76990480511993;-1.3479486839231;-0.44946593702338
29457;0.94505887778628;-0.69975711842691;-0.57836140716891
29458;0.98653047891686;-0.057080651279245;-0.59674283703326
29540;0.40296607715294;-0.68367506567415;-0.28038262510324
29541;0.4189314347007;-0.43009953791348;-0.27499553821793
29622;0.58176805002214;-0.72676925660553;-0.43942710412255
29623;0.59579478620571;-0.70153766081306;-0.44910198627639
42951;1.1546469250144;0.50178952463632;0.12962358729972
43051;0.47316359053661;1.0971145355485;0.34143582160892
43052;0.42206251294928;1.0735056426257;0.28460237864836
43151;-0.20054954051148;0.54381280367734;0.65697248340241
43152;-0.31322587676199;0.12478278092484;0.33476800900995
43245;-2.3919787308034;2.7016729597722;0.78847708047754
43251;0.53373848091739;-0.083976511774384;0.58301052145011
43252;-0.48931440148678;0.014599147359034;0.61598912186252
43253;-0.94041103821662;-0.19903015307806;0.36675120051852
43344;-1.8852610808705;1.8260068857961;0.43121573305264
43345;-1.935419661186;1.9062792149461;0.40818105162915
43346;-2.0986109383579;2.2536611327074;0.59424034663149
43351;0.79924604283324;0.024680536270915;0.77765903647726
43352;0.068582472254638;0.16007903567328;0.69404706098398
43353;-0.25688786361598;0.13186840600592;0.47923406047559
43445;-1.5346569774882;1.0700236664955;0.81894222031196
43446;-1.6393495768031;0.96459298057133;0.46379950540116
43447;-1.9370963828149;1.2270117073279;0.5661880487298
43448;-1.6908332954524;1.5771401710282;0.45976529180231
43452;0.82601144436568;-0.10649120167526;1.051757030164
43453;0.22625124893504;0.029647448741979;0.7452107484691
43454;-0.078369526938421;0.084685214208772;0.60115304620887
43547;-1.6562411722524;-0.060553532126657;0.70714470955265
43548;-1.7061939459262;0.23230646267874;0.7002989955798
43549;-1.7451033940206;0.4535441943937;0.58127666771604
43550;-1.7178439704252;0.79883618512304;0.56791127271821
43551;-1.1362786612719;1.4641875403644;1.1963401148726
43553;0.3041653856645;1.7541671077177;0.93953437176188
43554;0.49938209932514;0.42678221283831;0.78617964198601
43555;0.099077398333277;0.11978779435985;0.68851010690779
43556;-0.063938550967015;0.073481259315818;0.66061588643481
43649;-1.5702866630907;0.10064801951995;0.91260530326201
43650;-1.4723253357884;0.23082157472954;0.97622605026163
43651;-1.2148833537527;0.33903466464298;1.2287102475202
43652;-1.1245041761537;0.70794044318193;1.3406484970733
43653;-1.1454566285895;1.9453621897491;0.91682378998971
43654;-0.88851661593196;1.9961966768347;0.78217198792031
43655;0.31731539913398;0.50469383959042;0.53570419044942
43656;0.075530793480284;0.12468758841015;0.70058006625812
43657;-0.10460043138577;0.042059274175405;0.7586278758492
43751;-1.3245812749695;-0.060309412432651;1.4096131134587
43752;-1.0544665169722;0.067764391492195;1.3881623786279
43753;-0.91704838621641;0.13393523470087;1.3880294930232
43754;-0.85144833726228;1.3135335991094;0.6357549088969
43755;-0.4714429715203;1.6073877771033;0.67739811399788
43756;0.4582288071036;0.77884840147933;0.48391478875563
43757;0.16339995278506;0.22535367666892;0.72421149232089
43758;-0.13540473641819;0.11522112360646;0.81314056744901
43853;-1.3181402025147;0.028980560148353;1.0606835062009
43854;-1.3979720963459;0.049715653912551;0.93688294567537
43855;-1.4085648623038;0.27022991138808;0.66435717930086
43856;-0.82655244520148;0.93613200433667;0.36823627001227
43857;0.3171334558185;0.46193619080491;0.712337998559
43858;0.40564474467822;0.26889773587355;0.80430880502311
43953;-1.5111350251073;0.026719852258359;0.81115853669048
43954;-1.6135950365084;0.029708321599833;0.66263244307482
43955;-1.475750275202;0.1855796276208;0.59832089127255
43956;-0.2846842778479;0.66107362629848;0.86182999505667
43957;0.67242584473656;0.34882974428113;1.2019297857669
43958;0.86134456101815;0.15990532431111;1.2191113344434
44054;-1.8734263430856;-0.084143402591132;0.49607574220096
44055;-1.7432739963088;0.084670166584511;0.39436214876022
44056;-1.0170168516929;0.63956247676354;0.29129148756436
44057;0.64305113949269;0.27554422871687;1.04536440885
44058;1.0042028625699;0.032780327503478;1.1813410890549
44155;-1.9099513017111;-0.075327750112805;0.30004643278722
44156;-0.9836867892975;0.089644344636905;0.60920128869363
44157;1.0357727237055;-0.07356458589021;1.3489717462749
44158;1.332276397177;-0.10224068779619;1.4645095827819
44256;-1.3950590444299;-0.45653304399971;0.5834465381835
44257;0.75882246269625;-0.62772601606645;1.7004338838526
44258;1.1407590574424;-0.4943306697451;1.7443850765821
44356;0.51722416881191;-0.74913656533571;1.7805769211936
44357;0.85095578939963;-0.73834044137351;1.9604400799726
44358;1.0265025431876;-0.6938372231931;1.8908137083699
44457;0.75498903868527;-0.68981904004616;2.0920972960734
44458;0.84072004682253;-0.76920369278893;2.046252038879
44557;0.83559897450871;-0.78767483819223;2.0674340144894
2850;1.4095358968764;-1.41585046232;0.068800434892371
2938;1.4945353758023;-1.2755877855741;-0.011031176922182
2939;1.5220300945507;-1.2408057532759;-0.023083101586016
3025;1.8619274993585;-1.1160717384123;0.17432986444094
3026;1.5843442896528;-1.1696676113873;-0.040977161489974
3111;2.1507337446595;-1.0031289927696;0.32522060047038
3112;1.9325805067433;-1.0498995798687;0.18200834296472
3113;1.4113363201159;-0.96501551402702;0.049982925287836
3114;1.1928918432798;-0.81723787019074;0.11069929184203
3198;1.638239629496;-0.71466006745192;0.23924492428535
3199;1.3719904665158;-0.82580666000323;0.031202567686241
3200;1.1873673662663;-0.8136043810341;0.095666019232082
3201;1.1579268756393;-0.79902803338418;0.15615083272912
3285;1.0924795231536;-0.95331417247998;-0.067320009361151
3286;1.1256886626936;-0.97144336849686;-0.10060022956783
3287;0.88647283577527;-1.089265717217;0.12554054124699
3288;0.84604052882104;-1.0721952242301;0.20188694221116
3289;0.6142820715524;-1.1513608013782;0.3207839135621
3372;1.0201356027308;-1.0321080473047;-0.050440406966224
3373;1.0044080389324;-1.0750611864704;-0.023484683325332
3374;0.83641043472056;-1.209190800526;0.11066228946035
3375;0.65060349638592;-1.1437914423609;0.2738663329593
3376;0.3554231799918;-1.4250745209411;0.4819940340382
3459;1.2390967640046;-1.0455098219735;-0.20104175276347
3460;1.1541652013279;-1.0561012093069;-0.10428276800932
3461;0.86935309186042;-1.295417096613;0.061621468531825
3462;0.44974113921937;-1.301413207189;0.30368473925002
3463;-0.55888125843423;-1.5839542758642;0.78148497909579
3539;-0.018390405923454;-1.0504898365144;-0.048807489606998
3540;-0.1922706950114;-0.92578464389987;-0.0021445905330345
3541;-0.23730030142754;-0.9023108175306;-0.016903375364293
3546;1.3954610229504;-1.0749762065501;-0.21172691464447
3547;1.2251462455076;-0.94420680155752;-0.04167471198659
3548;0.84923227996396;-1.1701177268945;0.07158210336838
3549;0.010948267307848;-1.5881689480503;0.1843136991702
3550;-0.64339237339923;-1.8889254609823;0.34788868588744
3551;-1.0296674825511;-1.9824947034473;0.1252083081184
3626;0.012800150508769;-1.067034775485;-0.025587023346165
